0x2C15017549C67299371852a9406f4a37dBf7b636,50000000000
0x38E3EdDd2cE667714471136f6a76B49F516D5fA2,66600000000
0xE0CC1Fa41901b253f6C688837eb82855c0E46c86,4000000000
0x482516CA3D25C8168E6c2EF2398dC0B103799a79,150000000000
0x7E4d2f626695e809820987db792d2f69DA9402c4,150000000000
0x8DB5bbCbE2B6f36854663585Ef87dAb17CA4E654,200000000000
0xcd3B9BDbC366F274f5de6Dc2417aE0f29DC525bE,150000000000
0x42B44f7CB5F4C7543EF59ddB5ECb73C862752FAD,376600000000
0xF0bb5ADc29453BdBa66D329deE0cB96c98e8EF5B,10000000000
0x425c79794d4c2cA69895e132454183A5bc967ae2,150000000000
0xac0C37d1e018A14FBEBaB27AfAeDB183e28d3dDA,150000000000
0x324A51414226c62FdB9caFA518791022611E470f,50000000000
0xf007012E292c19E9E2cD6c62f25FC6e786bc5103,150000000000
0xbfF95bdB6143906e56221Df1CEA36C654B779425,20000000000
0xcD89c1aFeA7c522c9fEDb09f50c420df67aCdbe6,50000000000
0xCd97eF5e05F5baf13BE6E449261F7B9CC3bf928F,4946800000000
0x33306994ca47BB2575c7580457D99069d206B5e3,150000000000
0x77FEB2218fec3c6569bf122Ad6cEcC7760904ABa,50000
0x346B0b31EA7632c5B0e576868fA6fb2fa0D2F644,50000000000
0x86cFF2798b577696D9FCF21672D3f821e4843A66,50000000000
0xBA632AB6A997D256148BE768405F659bf64365eD,200000000000
0xfb6B299989243639467DB4e653558E74cc9370cb,2858910520000
0x7bcf0237bBC8A9d0481C4123811D5a24F5Be89c0,4985086000000
0xEdC0b83AF1EBb19456e8aF1fF8658861D294BE7a,150000000000
0x8fe72E1b8523Af03EE890505E5c1bb58C13637c9,150000000000
0xF052970aa11F2FCe0A1afeeae60835970bd54D77,150000000000
0x791A7928BEE8bE468880ae21D5E6c8Cead337E78,150000000000
0x7A591cD0eC29B80Ee94E70334EBb3168Eba40dC1,150000000000
0xA85c1c1933Aa3d16b5B50905E1C64684855e8930,10000000000
0xe4581bE5428d0Bf2E328C81Cde58E39a6564Dc94,150000000000
0x09678346AbD27ce36819F652b64b78a846554567,150000000000
0x30d2A4dBB35C2874D490f81E3B2b653d448025a3,150000000000
0x5AB9a2ff5eCdC96326583504EF5453Fd5172aC9C,150000000000
0x0c8d4F53b11e9a059E11f27D11e0B1bF38E60Ce4,51000000000
0x416E34d530d61fb7e3f5922d752081ea1b3b2252,400000000000
0x3Da66Db78f8a6E991001cb05dd97906F1258DABb,150000000000
0x52F27fa8D910e598cd5619686104B93bc275B3e8,150000000000
0xE39746e0f71f96C0e62b31a76291B812391191D4,150000000000
0x31487BcD88D766c761fd10fE6f7aD8C974d3905B,250000000000
0xCe812797087C4BbeE59B690163D9b6eA7d64368f,100000000000000
0xF245794eEe06Ab0E0c0009183823985b147679f9,10172605606300
0xbe662a358E92B5D19bD35d623BF61f4DC127E38a,20000000000
0x18871C24d79Dc78A52888db6e3241762D03482a3,150000000000
0x387C4fAD1b214338f1dE90a7A9287bB177710369,84773581848
0x79A1DA916d92F54Ad22DA307F98D07aACd32B9eE,150000000000
0x320eeB4ee75E96437a92A6f7630228FF6445D1F3,40000000000
0xe0013823751BBd8471cA55e6004b826f11ACE34F,51000000000
0xb8748beFD0c14fAbCF331d6cc74c9Bf195274840,50000000000
0xDb34099FC69B1AbAd5b22e8d5864f1D680eB5E2f,50000000000
0xeCA2c67F9D97BCE2b5972B28B5087c816D033CcC,81507375382503
0x76A70E210e67387947024590d031D1b3C56E858f,40000000000
0xc7754FAb9Ff468D733Cc83D551C3d09D34292686,300000000000
0x45402ce9F7309EFdaC6FC3932c77736335747a13,150000000000
0x7926067d31cf9B0d21E17e1573c609046788Dd4F,20000000000
0x5673BD9f0ca31C14Ab5ff4d5a2Da635Ae1f6d059,50000000000
0x797Ab8bc152A3031b299d088F938a266a08Ed346,50000000000
0xE3D3a4bF40a08d9BF74FBaF2D04df8c0CaC6293e,150000000000
0xAB6655842c7EEf287e72e478498671479eE7b8C3,50000000000
0x7Fdf602AbAe3f75A5C7DAC866Ee1098545C8c58F,300000000000
0x3Faa36b75A3dc2Db1264183F98A6Be5C32CcbD60,150000000000
0x12D8e8319E0374B4455E5ec670117aBcf291144F,150000000000
0x275b8d72698Dff58028ED96f8f8Acf78782Bf519,7900000000
0xEBC1010A55463d847b00aC78b0167Cb5aEa76549,8800000000
0xC2C39C8Be8f9e41f0faA156Af0ea39D9E8c66117,34800000000
0x921D72fAC12b140d7942235d2C867D5b52E0912e,150000000000
0x7faB40A9a720AacbFE537Fec916546E83b45f9Dd,150000000000
0xaeb23D2b260209F0d7Ce4Fdca2103c58FE9d2A32,45000000000000
0xDD06C9dF96FfB160A8dBE5501b12Be99aA21E767,150000000000
0x0CC560247ba4E46360A3Eb25fD40D19a38696B8f,150000000000
0xB64aA08030F5c34bf8942B9449d295A03D3991D7,150000000000
0xBC44b0Ca6fFC556BCfEECDe858DA61D5343CDdDb,150000000000
0x6289eC15985F4c21c7A164e55c29F82e8d3b401c,150000000000
0xFdadA56E8fF3953F9ddaeB5Fd0657557fDeD8457,23236000
0x1B7871D8C2e2C4a60B0abdDdfECBF2D9904D2441,150000000000
0xCF8ceFFfD0c8a414Ead8b520D7dE3664EF998665,51000000000
0x6FA42510Ba45cF8237C2aEBfe6F197e3A03123aC,150000000000
0xaaA49F92a9212775558786F4A24e6f084cA5caD9,150000000000
0x4d62948972d461E9469D7b7b811ced3Fc1d81625,200000000000
0xCe817eDDa835B5622CD3c80CeFA828c3AD69850e,9334061633200
0x4dea563a60191c7231C8C557623B320a36EbaE0c,116600000000
0x4cd2f656708F854607ea4cb4b4C194923edf06C1,150000000000
0x9cb31344fAEEA5C50aA453e499a9FF5DD1E75B9e,150000000000
0xf4e296ddEc2752F1D8ecB698c66f3062aAc23B67,150000000000
0x125C4f3d5b27d2436E5Ca9B2132700fD99E5153b,150000000000
0x1dA2AEDC160e5267F4b913fea52c1bF9772af7e7,20000000000
0x480F273fBf4E658fcd82b86D2DafBaF20737ED68,150000000000
0xa42809cFE7F1A86F90177C75d8D0F9D3F0a1673C,150000000000
0xFe210E2836bD3B7162A8A85b6D6B8262535829Aa,150000000000
0xF18189F0e29283C7a61c5f2cAe984011D9955897,50000000000
0x662F29D6b32268D8cBCDC300b3F3e044ba362C2e,50000000000
